NO.,UNICODE,UTF8
2262,0x5F50,utf8:E5-BD-90:彐
2263,0x5F52,utf8:E5-BD-92:归
2264,0x5F53,utf8:E5-BD-93:当
2265,0x5F55,utf8:E5-BD-95:录
2266,0x5F56,utf8:E5-BD-96:彖
2267,0x5F57,utf8:E5-BD-97:彗
2268,0x5F58,utf8:E5-BD-98:彘
2269,0x5F5D,utf8:E5-BD-9D:彝
2270,0x5F61,utf8:E5-BD-A1:彡
2271,0x5F62,utf8:E5-BD-A2:形
2272,0x5F64,utf8:E5-BD-A4:彤
2273,0x5F66,utf8:E5-BD-A6:彦
2274,0x5F69,utf8:E5-BD-A9:彩
2275,0x5F6A,utf8:E5-BD-AA:彪
2276,0x5F6C,utf8:E5-BD-AC:彬
2277,0x5F6D,utf8:E5-BD-AD:彭
2278,0x5F70,utf8:E5-BD-B0:彰
2279,0x5F71,utf8:E5-BD-B1:影
2280,0x5F73,utf8:E5-BD-B3:彳
2281,0x5F77,utf8:E5-BD-B7:彷
2282,0x5F79,utf8:E5-BD-B9:役
2283,0x5F7B,utf8:E5-BD-BB:彻
2284,0x5F7C,utf8:E5-BD-BC:彼
2285,0x5F80,utf8:E5-BE-80:往
2286,0x5F81,utf8:E5-BE-81:征
2287,0x5F82,utf8:E5-BE-82:徂
2288,0x5F84,utf8:E5-BE-84:径
2289,0x5F85,utf8:E5-BE-85:待
2290,0x5F87,utf8:E5-BE-87:徇
2291,0x5F88,utf8:E5-BE-88:很
2292,0x5F89,utf8:E5-BE-89:徉
2293,0x5F8A,utf8:E5-BE-8A:徊
2294,0x5F8B,utf8:E5-BE-8B:律
2295,0x5F8C,utf8:E5-BE-8C:後
2296,0x5F90,utf8:E5-BE-90:徐
2297,0x5F92,utf8:E5-BE-92:徒
2298,0x5F95,utf8:E5-BE-95:徕
2299,0x5F97,utf8:E5-BE-97:得
2300,0x5F98,utf8:E5-BE-98:徘
2301,0x5F99,utf8:E5-BE-99:徙
2302,0x5F9C,utf8:E5-BE-9C:徜
2303,0x5FA1,utf8:E5-BE-A1:御
2304,0x5FA8,utf8:E5-BE-A8:徨
2305,0x5FAA,utf8:E5-BE-AA:循
2306,0x5FAD,utf8:E5-BE-AD:徭
2307,0x5FAE,utf8:E5-BE-AE:微
2308,0x5FB5,utf8:E5-BE-B5:徵
2309,0x5FB7,utf8:E5-BE-B7:德
2310,0x5FBC,utf8:E5-BE-BC:徼
2311,0x5FBD,utf8:E5-BE-BD:徽
2312,0x5FC3,utf8:E5-BF-83:心
2313,0x5FC4,utf8:E5-BF-84:忄
2314,0x5FC5,utf8:E5-BF-85:必
2315,0x5FC6,utf8:E5-BF-86:忆
2316,0x5FC9,utf8:E5-BF-89:忉
2317,0x5FCC,utf8:E5-BF-8C:忌
2318,0x5FCD,utf8:E5-BF-8D:忍
2319,0x5FCF,utf8:E5-BF-8F:忏
2320,0x5FD0,utf8:E5-BF-90:忐
2321,0x5FD1,utf8:E5-BF-91:忑
2322,0x5FD2,utf8:E5-BF-92:忒
2323,0x5FD6,utf8:E5-BF-96:忖
2324,0x5FD7,utf8:E5-BF-97:志
2325,0x5FD8,utf8:E5-BF-98:忘
2326,0x5FD9,utf8:E5-BF-99:忙
2327,0x5FDD,utf8:E5-BF-9D:忝
2328,0x5FE0,utf8:E5-BF-A0:忠
2329,0x5FE1,utf8:E5-BF-A1:忡
2330,0x5FE4,utf8:E5-BF-A4:忤
2331,0x5FE7,utf8:E5-BF-A7:忧
2332,0x5FEA,utf8:E5-BF-AA:忪
2333,0x5FEB,utf8:E5-BF-AB:快
2334,0x5FED,utf8:E5-BF-AD:忭
2335,0x5FEE,utf8:E5-BF-AE:忮
2336,0x5FF1,utf8:E5-BF-B1:忱
2337,0x5FF5,utf8:E5-BF-B5:念
2338,0x5FF8,utf8:E5-BF-B8:忸
2339,0x5FFB,utf8:E5-BF-BB:忻
2340,0x5FFD,utf8:E5-BF-BD:忽
2341,0x5FFE,utf8:E5-BF-BE:忾
2342,0x5FFF,utf8:E5-BF-BF:忿
2343,0x6000,utf8:E6-80-80:怀
2344,0x6001,utf8:E6-80-81:态
2345,0x6002,utf8:E6-80-82:怂
2346,0x6003,utf8:E6-80-83:怃
2347,0x6004,utf8:E6-80-84:怄
2348,0x6005,utf8:E6-80-85:怅
2349,0x6006,utf8:E6-80-86:怆
2350,0x600A,utf8:E6-80-8A:怊
2351,0x600D,utf8:E6-80-8D:怍
2352,0x600E,utf8:E6-80-8E:怎
2353,0x600F,utf8:E6-80-8F:怏
2354,0x6012,utf8:E6-80-92:怒
2355,0x6014,utf8:E6-80-94:怔
2356,0x6015,utf8:E6-80-95:怕
2357,0x6016,utf8:E6-80-96:怖
2358,0x6019,utf8:E6-80-99:怙
2359,0x601B,utf8:E6-80-9B:怛
2360,0x601C,utf8:E6-80-9C:怜
2361,0x601D,utf8:E6-80-9D:思
2362,0x6020,utf8:E6-80-A0:怠
2363,0x6021,utf8:E6-80-A1:怡
2364,0x6025,utf8:E6-80-A5:急
2365,0x6026,utf8:E6-80-A6:怦
2366,0x6027,utf8:E6-80-A7:性
2367,0x6028,utf8:E6-80-A8:怨
2368,0x6029,utf8:E6-80-A9:怩
2369,0x602A,utf8:E6-80-AA:怪
2370,0x602B,utf8:E6-80-AB:怫
2371,0x602F,utf8:E6-80-AF:怯
2372,0x6035,utf8:E6-80-B5:怵
2373,0x603B,utf8:E6-80-BB:总
2374,0x603C,utf8:E6-80-BC:怼
2375,0x603F,utf8:E6-80-BF:怿
2376,0x6041,utf8:E6-81-81:恁
2377,0x6042,utf8:E6-81-82:恂
2378,0x6043,utf8:E6-81-83:恃
2379,0x604B,utf8:E6-81-8B:恋
2380,0x604D,utf8:E6-81-8D:恍
2381,0x6050,utf8:E6-81-90:恐
2382,0x6052,utf8:E6-81-92:恒
2383,0x6055,utf8:E6-81-95:恕
2384,0x6059,utf8:E6-81-99:恙
2385,0x605A,utf8:E6-81-9A:恚
2386,0x605D,utf8:E6-81-9D:恝
2387,0x6062,utf8:E6-81-A2:恢
2388,0x6063,utf8:E6-81-A3:恣
2389,0x6064,utf8:E6-81-A4:恤
2390,0x6067,utf8:E6-81-A7:恧
2391,0x6068,utf8:E6-81-A8:恨
2392,0x6069,utf8:E6-81-A9:恩
2393,0x606A,utf8:E6-81-AA:恪
2394,0x606B,utf8:E6-81-AB:恫
2395,0x606C,utf8:E6-81-AC:恬
2396,0x606D,utf8:E6-81-AD:恭
2397,0x606F,utf8:E6-81-AF:息
2398,0x6070,utf8:E6-81-B0:恰
2399,0x6073,utf8:E6-81-B3:恳
2400,0x6076,utf8:E6-81-B6:恶
2401,0x6078,utf8:E6-81-B8:恸
2402,0x6079,utf8:E6-81-B9:恹
2403,0x607A,utf8:E6-81-BA:恺
2404,0x607B,utf8:E6-81-BB:恻
2405,0x607C,utf8:E6-81-BC:恼
2406,0x607D,utf8:E6-81-BD:恽
2407,0x607F,utf8:E6-81-BF:恿
2408,0x6083,utf8:E6-82-83:悃
2409,0x6084,utf8:E6-82-84:悄
2410,0x6089,utf8:E6-82-89:悉
2411,0x608C,utf8:E6-82-8C:悌
2412,0x608D,utf8:E6-82-8D:悍
2413,0x6092,utf8:E6-82-92:悒
2414,0x6094,utf8:E6-82-94:悔
2415,0x6096,utf8:E6-82-96:悖
2416,0x609A,utf8:E6-82-9A:悚
2417,0x609B,utf8:E6-82-9B:悛
2418,0x609D,utf8:E6-82-9D:悝
2419,0x609F,utf8:E6-82-9F:悟
2420,0x60A0,utf8:E6-82-A0:悠
2421,0x60A3,utf8:E6-82-A3:患
2422,0x60A6,utf8:E6-82-A6:悦
2423,0x60A8,utf8:E6-82-A8:您
2424,0x60AB,utf8:E6-82-AB:悫
2425,0x60AC,utf8:E6-82-AC:悬
2426,0x60AD,utf8:E6-82-AD:悭
2427,0x60AF,utf8:E6-82-AF:悯
2428,0x60B1,utf8:E6-82-B1:悱
2429,0x60B2,utf8:E6-82-B2:悲
2430,0x60B4,utf8:E6-82-B4:悴
2431,0x60B8,utf8:E6-82-B8:悸
2432,0x60BB,utf8:E6-82-BB:悻
2433,0x60BC,utf8:E6-82-BC:悼
2434,0x60C5,utf8:E6-83-85:情
2435,0x60C6,utf8:E6-83-86:惆
2436,0x60CA,utf8:E6-83-8A:惊
2437,0x60CB,utf8:E6-83-8B:惋
2438,0x60D1,utf8:E6-83-91:惑
2439,0x60D5,utf8:E6-83-95:惕
2440,0x60D8,utf8:E6-83-98:惘
2441,0x60DA,utf8:E6-83-9A:惚
2442,0x60DC,utf8:E6-83-9C:惜
2443,0x60DD,utf8:E6-83-9D:惝
2444,0x60DF,utf8:E6-83-9F:惟
2445,0x60E0,utf8:E6-83-A0:惠
2446,0x60E6,utf8:E6-83-A6:惦
2447,0x60E7,utf8:E6-83-A7:惧
2448,0x60E8,utf8:E6-83-A8:惨
2449,0x60E9,utf8:E6-83-A9:惩
2450,0x60EB,utf8:E6-83-AB:惫
2451,0x60EC,utf8:E6-83-AC:惬
2452,0x60ED,utf8:E6-83-AD:惭
2453,0x60EE,utf8:E6-83-AE:惮
2454,0x60EF,utf8:E6-83-AF:惯
2455,0x60F0,utf8:E6-83-B0:惰
2456,0x60F3,utf8:E6-83-B3:想
2457,0x60F4,utf8:E6-83-B4:惴
2458,0x60F6,utf8:E6-83-B6:惶
2459,0x60F9,utf8:E6-83-B9:惹
2460,0x60FA,utf8:E6-83-BA:惺
2461,0x6100,utf8:E6-84-80:愀
2462,0x6101,utf8:E6-84-81:愁
2463,0x6106,utf8:E6-84-86:愆
2464,0x6108,utf8:E6-84-88:愈
2465,0x6109,utf8:E6-84-89:愉
2466,0x610D,utf8:E6-84-8D:愍
2467,0x610E,utf8:E6-84-8E:愎
2468,0x610F,utf8:E6-84-8F:意
2469,0x6115,utf8:E6-84-95:愕
2470,0x611A,utf8:E6-84-9A:愚
2471,0x611F,utf8:E6-84-9F:感
2472,0x6120,utf8:E6-84-A0:愠
2473,0x6123,utf8:E6-84-A3:愣
2474,0x6124,utf8:E6-84-A4:愤
2475,0x6126,utf8:E6-84-A6:愦
2476,0x6127,utf8:E6-84-A7:愧
2477,0x612B,utf8:E6-84-AB:愫
2478,0x613F,utf8:E6-84-BF:愿
2479,0x6148,utf8:E6-85-88:慈
2480,0x614A,utf8:E6-85-8A:慊
2481,0x614C,utf8:E6-85-8C:慌
2482,0x614E,utf8:E6-85-8E:慎
2483,0x6151,utf8:E6-85-91:慑
2484,0x6155,utf8:E6-85-95:慕
2485,0x615D,utf8:E6-85-9D:慝
2486,0x6162,utf8:E6-85-A2:慢
2487,0x6167,utf8:E6-85-A7:慧
2488,0x6168,utf8:E6-85-A8:慨
2489,0x6170,utf8:E6-85-B0:慰
2490,0x6175,utf8:E6-85-B5:慵
2491,0x6177,utf8:E6-85-B7:慷
2492,0x618B,utf8:E6-86-8B:憋
2493,0x618E,utf8:E6-86-8E:憎
2494,0x6194,utf8:E6-86-94:憔
2495,0x619D,utf8:E6-86-9D:憝
2496,0x61A7,utf8:E6-86-A7:憧
2497,0x61A8,utf8:E6-86-A8:憨
2498,0x61A9,utf8:E6-86-A9:憩
2499,0x61AC,utf8:E6-86-AC:憬
2500,0x61B7,utf8:E6-86-B7:憷
2501,0x61BE,utf8:E6-86-BE:憾
2502,0x61C2,utf8:E6-87-82:懂
2503,0x61C8,utf8:E6-87-88:懈
2504,0x61CA,utf8:E6-87-8A:懊
2505,0x61CB,utf8:E6-87-8B:懋
2506,0x61D1,utf8:E6-87-91:懑
2507,0x61D2,utf8:E6-87-92:懒
2508,0x61D4,utf8:E6-87-94:懔
2509,0x61E6,utf8:E6-87-A6:懦
2510,0x61F5,utf8:E6-87-B5:懵
2511,0x61FF,utf8:E6-87-BF:懿
2512,0x6206,utf8:E6-88-86:戆
2513,0x6208,utf8:E6-88-88:戈
2514,0x620A,utf8:E6-88-8A:戊
2515,0x620B,utf8:E6-88-8B:戋
2516,0x620C,utf8:E6-88-8C:戌
2517,0x620D,utf8:E6-88-8D:戍
2518,0x620E,utf8:E6-88-8E:戎
2519,0x620F,utf8:E6-88-8F:戏
2520,0x6210,utf8:E6-88-90:成
2521,0x6211,utf8:E6-88-91:我
2522,0x6212,utf8:E6-88-92:戒
2523,0x6215,utf8:E6-88-95:戕
2524,0x6216,utf8:E6-88-96:或
2525,0x6217,utf8:E6-88-97:戗
2526,0x6218,utf8:E6-88-98:战
2527,0x621A,utf8:E6-88-9A:戚
2528,0x621B,utf8:E6-88-9B:戛
2529,0x621F,utf8:E6-88-9F:戟
2530,0x6221,utf8:E6-88-A1:戡
2531,0x6222,utf8:E6-88-A2:戢
2532,0x6224,utf8:E6-88-A4:戤
2533,0x6225,utf8:E6-88-A5:戥
2534,0x622A,utf8:E6-88-AA:截
2535,0x622C,utf8:E6-88-AC:戬
2536,0x622E,utf8:E6-88-AE:戮
2537,0x6233,utf8:E6-88-B3:戳
2538,0x6234,utf8:E6-88-B4:戴
2539,0x6237,utf8:E6-88-B7:户
2540,0x623D,utf8:E6-88-BD:戽
2541,0x623E,utf8:E6-88-BE:戾
2542,0x623F,utf8:E6-88-BF:房
2543,0x6240,utf8:E6-89-80:所
2544,0x6241,utf8:E6-89-81:扁
2545,0x6243,utf8:E6-89-83:扃
2546,0x6247,utf8:E6-89-87:扇
2547,0x6248,utf8:E6-89-88:扈
2548,0x6249,utf8:E6-89-89:扉
2549,0x624B,utf8:E6-89-8B:手
2550,0x624C,utf8:E6-89-8C:扌
2551,0x624D,utf8:E6-89-8D:才
2552,0x624E,utf8:E6-89-8E:扎
2553,0x6251,utf8:E6-89-91:扑
2554,0x6252,utf8:E6-89-92:扒
2555,0x6253,utf8:E6-89-93:打
2556,0x6254,utf8:E6-89-94:扔
2557,0x6258,utf8:E6-89-98:托
2558,0x625B,utf8:E6-89-9B:扛
2559,0x6263,utf8:E6-89-A3:扣
2560,0x6266,utf8:E6-89-A6:扦
2561,0x6267,utf8:E6-89-A7:执
2562,0x6269,utf8:E6-89-A9:扩
2563,0x626A,utf8:E6-89-AA:扪
2564,0x626B,utf8:E6-89-AB:扫
2565,0x626C,utf8:E6-89-AC:扬
2566,0x626D,utf8:E6-89-AD:扭
2567,0x626E,utf8:E6-89-AE:扮
2568,0x626F,utf8:E6-89-AF:扯
2569,0x6270,utf8:E6-89-B0:扰
2570,0x6273,utf8:E6-89-B3:扳
2571,0x6276,utf8:E6-89-B6:扶
2572,0x6279,utf8:E6-89-B9:批
2573,0x627C,utf8:E6-89-BC:扼
2574,0x627E,utf8:E6-89-BE:找
2575,0x627F,utf8:E6-89-BF:承
2576,0x6280,utf8:E6-8A-80:技
2577,0x6284,utf8:E6-8A-84:抄
2578,0x6289,utf8:E6-8A-89:抉
2579,0x628A,utf8:E6-8A-8A:把
2580,0x6291,utf8:E6-8A-91:抑
2581,0x6292,utf8:E6-8A-92:抒
2582,0x6293,utf8:E6-8A-93:抓
2583,0x6295,utf8:E6-8A-95:投
2584,0x6296,utf8:E6-8A-96:抖
2585,0x6297,utf8:E6-8A-97:抗
2586,0x6298,utf8:E6-8A-98:折
2587,0x629A,utf8:E6-8A-9A:抚
2588,0x629B,utf8:E6-8A-9B:抛
2589,0x629F,utf8:E6-8A-9F:抟
2590,0x62A0,utf8:E6-8A-A0:抠
2591,0x62A1,utf8:E6-8A-A1:抡
2592,0x62A2,utf8:E6-8A-A2:抢
2593,0x62A4,utf8:E6-8A-A4:护
2594,0x62A5,utf8:E6-8A-A5:报
2595,0x62A8,utf8:E6-8A-A8:抨
2596,0x62AB,utf8:E6-8A-AB:披
2597,0x62AC,utf8:E6-8A-AC:抬
2598,0x62B1,utf8:E6-8A-B1:抱
2599,0x62B5,utf8:E6-8A-B5:抵
2600,0x62B9,utf8:E6-8A-B9:抹
2601,0x62BB,utf8:E6-8A-BB:抻
2602,0x62BC,utf8:E6-8A-BC:押
2603,0x62BD,utf8:E6-8A-BD:抽
2604,0x62BF,utf8:E6-8A-BF:抿
2605,0x62C2,utf8:E6-8B-82:拂
2606,0x62C4,utf8:E6-8B-84:拄
2607,0x62C5,utf8:E6-8B-85:担
2608,0x62C6,utf8:E6-8B-86:拆
2609,0x62C7,utf8:E6-8B-87:拇
2610,0x62C8,utf8:E6-8B-88:拈
2611,0x62C9,utf8:E6-8B-89:拉
2612,0x62CA,utf8:E6-8B-8A:拊
2613,0x62CC,utf8:E6-8B-8C:拌
2614,0x62CD,utf8:E6-8B-8D:拍
2615,0x62CE,utf8:E6-8B-8E:拎
2616,0x62D0,utf8:E6-8B-90:拐
2617,0x62D2,utf8:E6-8B-92:拒
2618,0x62D3,utf8:E6-8B-93:拓
2619,0x62D4,utf8:E6-8B-94:拔
2620,0x62D6,utf8:E6-8B-96:拖
2621,0x62D7,utf8:E6-8B-97:拗
2622,0x62D8,utf8:E6-8B-98:拘
2623,0x62D9,utf8:E6-8B-99:拙
2624,0x62DA,utf8:E6-8B-9A:拚
2625,0x62DB,utf8:E6-8B-9B:招
2626,0x62DC,utf8:E6-8B-9C:拜
2627,0x62DF,utf8:E6-8B-9F:拟
2628,0x62E2,utf8:E6-8B-A2:拢
2629,0x62E3,utf8:E6-8B-A3:拣
2630,0x62E5,utf8:E6-8B-A5:拥
2631,0x62E6,utf8:E6-8B-A6:拦
2632,0x62E7,utf8:E6-8B-A7:拧
2633,0x62E8,utf8:E6-8B-A8:拨
2634,0x62E9,utf8:E6-8B-A9:择
2635,0x62EC,utf8:E6-8B-AC:括
2636,0x62ED,utf8:E6-8B-AD:拭
2637,0x62EE,utf8:E6-8B-AE:拮
2638,0x62EF,utf8:E6-8B-AF:拯
2639,0x62F1,utf8:E6-8B-B1:拱
2640,0x62F3,utf8:E6-8B-B3:拳
2641,0x62F4,utf8:E6-8B-B4:拴
2642,0x62F6,utf8:E6-8B-B6:拶
2643,0x62F7,utf8:E6-8B-B7:拷
2644,0x62FC,utf8:E6-8B-BC:拼
2645,0x62FD,utf8:E6-8B-BD:拽
2646,0x62FE,utf8:E6-8B-BE:拾
2647,0x62FF,utf8:E6-8B-BF:拿
2648,0x6301,utf8:E6-8C-81:持
2649,0x6302,utf8:E6-8C-82:挂
2650,0x6307,utf8:E6-8C-87:指
2651,0x6308,utf8:E6-8C-88:挈
2652,0x6309,utf8:E6-8C-89:按
2653,0x630E,utf8:E6-8C-8E:挎
2654,0x6311,utf8:E6-8C-91:挑
2655,0x6316,utf8:E6-8C-96:挖
2656,0x631A,utf8:E6-8C-9A:挚
2657,0x631B,utf8:E6-8C-9B:挛
2658,0x631D,utf8:E6-8C-9D:挝
2659,0x631E,utf8:E6-8C-9E:挞
2660,0x631F,utf8:E6-8C-9F:挟
2661,0x6320,utf8:E6-8C-A0:挠
2662,0x6321,utf8:E6-8C-A1:挡
2663,0x6322,utf8:E6-8C-A2:挢
2664,0x6323,utf8:E6-8C-A3:挣
2665,0x6324,utf8:E6-8C-A4:挤
2666,0x6325,utf8:E6-8C-A5:挥
2667,0x6328,utf8:E6-8C-A8:挨
2668,0x632A,utf8:E6-8C-AA:挪
2669,0x632B,utf8:E6-8C-AB:挫
2670,0x632F,utf8:E6-8C-AF:振
2671,0x6332,utf8:E6-8C-B2:挲
2672,0x6339,utf8:E6-8C-B9:挹
2673,0x633A,utf8:E6-8C-BA:挺
2674,0x633D,utf8:E6-8C-BD:挽
2675,0x6342,utf8:E6-8D-82:捂
2676,0x6343,utf8:E6-8D-83:捃
2677,0x6345,utf8:E6-8D-85:捅
2678,0x6346,utf8:E6-8D-86:捆
2679,0x6349,utf8:E6-8D-89:捉
2680,0x634B,utf8:E6-8D-8B:捋
2681,0x634C,utf8:E6-8D-8C:捌
2682,0x634D,utf8:E6-8D-8D:捍
2683,0x634E,utf8:E6-8D-8E:捎
2684,0x634F,utf8:E6-8D-8F:捏
2685,0x6350,utf8:E6-8D-90:捐
2686,0x6355,utf8:E6-8D-95:捕
2687,0x635E,utf8:E6-8D-9E:捞
2688,0x635F,utf8:E6-8D-9F:损
2689,0x6361,utf8:E6-8D-A1:捡
2690,0x6362,utf8:E6-8D-A2:换
2691,0x6363,utf8:E6-8D-A3:捣
2692,0x6367,utf8:E6-8D-A7:捧
2693,0x6369,utf8:E6-8D-A9:捩
2694,0x636D,utf8:E6-8D-AD:捭
2695,0x636E,utf8:E6-8D-AE:据
2696,0x6371,utf8:E6-8D-B1:捱
2697,0x6376,utf8:E6-8D-B6:捶
2698,0x6377,utf8:E6-8D-B7:捷
2699,0x637A,utf8:E6-8D-BA:捺
2700,0x637B,utf8:E6-8D-BB:捻
2701,0x6380,utf8:E6-8E-80:掀
2702,0x6382,utf8:E6-8E-82:掂
2703,0x6387,utf8:E6-8E-87:掇
2704,0x6388,utf8:E6-8E-88:授
2705,0x6389,utf8:E6-8E-89:掉
2706,0x638A,utf8:E6-8E-8A:掊
2707,0x638C,utf8:E6-8E-8C:掌
2708,0x638E,utf8:E6-8E-8E:掎
2709,0x638F,utf8:E6-8E-8F:掏
2710,0x6390,utf8:E6-8E-90:掐
2711,0x6392,utf8:E6-8E-92:排
2712,0x6396,utf8:E6-8E-96:掖
2713,0x6398,utf8:E6-8E-98:掘
2714,0x63A0,utf8:E6-8E-A0:掠
2715,0x63A2,utf8:E6-8E-A2:探
2716,0x63A3,utf8:E6-8E-A3:掣
2717,0x63A5,utf8:E6-8E-A5:接
2718,0x63A7,utf8:E6-8E-A7:控
2719,0x63A8,utf8:E6-8E-A8:推
2720,0x63A9,utf8:E6-8E-A9:掩
2721,0x63AA,utf8:E6-8E-AA:措
2722,0x63AC,utf8:E6-8E-AC:掬
2723,0x63AD,utf8:E6-8E-AD:掭
2724,0x63AE,utf8:E6-8E-AE:掮
2725,0x63B0,utf8:E6-8E-B0:掰
2726,0x63B3,utf8:E6-8E-B3:掳
2727,0x63B4,utf8:E6-8E-B4:掴
2728,0x63B7,utf8:E6-8E-B7:掷
2729,0x63B8,utf8:E6-8E-B8:掸
2730,0x63BA,utf8:E6-8E-BA:掺
2731,0x63BC,utf8:E6-8E-BC:掼
2732,0x63BE,utf8:E6-8E-BE:掾
2733,0x63C4,utf8:E6-8F-84:揄
2734,0x63C6,utf8:E6-8F-86:揆
2735,0x63C9,utf8:E6-8F-89:揉
2736,0x63CD,utf8:E6-8F-8D:揍
2737,0x63CE,utf8:E6-8F-8E:揎
2738,0x63CF,utf8:E6-8F-8F:描
2739,0x63D0,utf8:E6-8F-90:提
2740,0x63D2,utf8:E6-8F-92:插
2741,0x63D6,utf8:E6-8F-96:揖
2742,0x63DE,utf8:E6-8F-9E:揞
2743,0x63E0,utf8:E6-8F-A0:揠
2744,0x63E1,utf8:E6-8F-A1:握
2745,0x63E3,utf8:E6-8F-A3:揣
2746,0x63E9,utf8:E6-8F-A9:揩
2747,0x63EA,utf8:E6-8F-AA:揪
2748,0x63ED,utf8:E6-8F-AD:揭
2749,0x63F2,utf8:E6-8F-B2:揲
2750,0x63F4,utf8:E6-8F-B4:援
2751,0x63F6,utf8:E6-8F-B6:揶
2752,0x63F8,utf8:E6-8F-B8:揸
2753,0x63FD,utf8:E6-8F-BD:揽
2754,0x63FF,utf8:E6-8F-BF:揿
2755,0x6400,utf8:E6-90-80:搀
2756,0x6401,utf8:E6-90-81:搁
2757,0x6402,utf8:E6-90-82:搂
2758,0x6405,utf8:E6-90-85:搅
2759,0x640B,utf8:E6-90-8B:搋
2760,0x640C,utf8:E6-90-8C:搌
2761,0x640F,utf8:E6-90-8F:搏
2762,0x6410,utf8:E6-90-90:搐
2763,0x6413,utf8:E6-90-93:搓
2764,0x6414,utf8:E6-90-94:搔
2765,0x641B,utf8:E6-90-9B:搛
2766,0x641C,utf8:E6-90-9C:搜
2767,0x641E,utf8:E6-90-9E:搞
2768,0x6420,utf8:E6-90-A0:搠
2769,0x6421,utf8:E6-90-A1:搡
2770,0x6426,utf8:E6-90-A6:搦
2771,0x642A,utf8:E6-90-AA:搪
2772,0x642C,utf8:E6-90-AC:搬
2773,0x642D,utf8:E6-90-AD:搭
2774,0x6434,utf8:E6-90-B4:搴
2775,0x643A,utf8:E6-90-BA:携
2776,0x643D,utf8:E6-90-BD:搽
2777,0x643F,utf8:E6-90-BF:搿
2778,0x6441,utf8:E6-91-81:摁
2779,0x6444,utf8:E6-91-84:摄
2780,0x6445,utf8:E6-91-85:摅
2781,0x6446,utf8:E6-91-86:摆
2782,0x6447,utf8:E6-91-87:摇
2783,0x6448,utf8:E6-91-88:摈
2784,0x644A,utf8:E6-91-8A:摊
2785,0x6452,utf8:E6-91-92:摒
2786,0x6454,utf8:E6-91-94:摔
2787,0x6458,utf8:E6-91-98:摘
2788,0x645E,utf8:E6-91-9E:摞
2789,0x6467,utf8:E6-91-A7:摧
2790,0x6469,utf8:E6-91-A9:摩
2791,0x646D,utf8:E6-91-AD:摭
2792,0x6478,utf8:E6-91-B8:摸
2793,0x6479,utf8:E6-91-B9:摹
2794,0x647A,utf8:E6-91-BA:摺
2795,0x6482,utf8:E6-92-82:撂
2796,0x6484,utf8:E6-92-84:撄
2797,0x6485,utf8:E6-92-85:撅
2798,0x6487,utf8:E6-92-87:撇
2799,0x6491,utf8:E6-92-91:撑
2800,0x6492,utf8:E6-92-92:撒
2801,0x6495,utf8:E6-92-95:撕
2802,0x6496,utf8:E6-92-96:撖
2803,0x6499,utf8:E6-92-99:撙
2804,0x649E,utf8:E6-92-9E:撞
2805,0x64A4,utf8:E6-92-A4:撤
2806,0x64A9,utf8:E6-92-A9:撩
2807,0x64AC,utf8:E6-92-AC:撬
2808,0x64AD,utf8:E6-92-AD:播
2809,0x64AE,utf8:E6-92-AE:撮
2810,0x64B0,utf8:E6-92-B0:撰
2811,0x64B5,utf8:E6-92-B5:撵
2812,0x64B7,utf8:E6-92-B7:撷
2813,0x64B8,utf8:E6-92-B8:撸
2814,0x64BA,utf8:E6-92-BA:撺
2815,0x64BC,utf8:E6-92-BC:撼
2816,0x64C0,utf8:E6-93-80:擀
2817,0x64C2,utf8:E6-93-82:擂
2818,0x64C5,utf8:E6-93-85:擅
2819,0x64CD,utf8:E6-93-8D:操
2820,0x64CE,utf8:E6-93-8E:擎
2821,0x64D0,utf8:E6-93-90:擐
2822,0x64D2,utf8:E6-93-92:擒
2823,0x64D7,utf8:E6-93-97:擗
2824,0x64D8,utf8:E6-93-98:擘
2825,0x64DE,utf8:E6-93-9E:擞
2826,0x64E2,utf8:E6-93-A2:擢
2827,0x64E4,utf8:E6-93-A4:擤
2828,0x64E6,utf8:E6-93-A6:擦
2829,0x6500,utf8:E6-94-80:攀
2830,0x6509,utf8:E6-94-89:攉
2831,0x6512,utf8:E6-94-92:攒
2832,0x6518,utf8:E6-94-98:攘
2833,0x6525,utf8:E6-94-A5:攥
2834,0x652B,utf8:E6-94-AB:攫
2835,0x652E,utf8:E6-94-AE:攮
2836,0x652F,utf8:E6-94-AF:支
2837,0x6534,utf8:E6-94-B4:攴
2838,0x6535,utf8:E6-94-B5:攵
2839,0x6536,utf8:E6-94-B6:收
2840,0x6538,utf8:E6-94-B8:攸
2841,0x6539,utf8:E6-94-B9:改
2842,0x653B,utf8:E6-94-BB:攻
2843,0x653E,utf8:E6-94-BE:放
2844,0x653F,utf8:E6-94-BF:政
2845,0x6545,utf8:E6-95-85:故
2846,0x6548,utf8:E6-95-88:效
2847,0x6549,utf8:E6-95-89:敉
2848,0x654C,utf8:E6-95-8C:敌
2849,0x654F,utf8:E6-95-8F:敏
2850,0x6551,utf8:E6-95-91:救
2851,0x6555,utf8:E6-95-95:敕
2852,0x6556,utf8:E6-95-96:敖
2853,0x6559,utf8:E6-95-99:教
2854,0x655B,utf8:E6-95-9B:敛
2855,0x655D,utf8:E6-95-9D:敝
2856,0x655E,utf8:E6-95-9E:敞
